Período Ocorrência,Cidade,Descrição Local,Rubrica,Cidade Veículo,Cor Veículo,Ano Modelo,Tipo Veículo,Modelo Veículo,Marca Veículo,contagem_descricaolocal,contagem_modelo_veic
A TARDE,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Preta,0,Não Informado,CITY LX CVT,HONDA,6309,4
A NOITE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Azul,0,MOTOCICLO,CG 160 TITAN,HONDA,6309,662
A NOITE,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Preta,0,AUTOMOVEL,CORSA WIND,GM,6309,785
A NOITE,OSASCO,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Vermelho,0,MOTOCICLO,CG 160 FAN,HONDA,6309,1278
A NOITE,S.BERNARDO DO CAMPO,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Prata,0,AUTOMOVEL,PEUGEOT 207 SW,I,6309,1
A NOITE,S.BERNARDO DO CAMPO,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Preta,0,AUTOMOVEL,FOX 1.6 PLUS,VW,6309,10
PELA MANHÃ,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Vermelho,0,MOTOCICLO,XTZ 250X,YAMAHA,6309,2
A TARDE,OSASCO,Estacionamento público,Furto (art. 155) - VEICULO,SÃO PAULO,Cinza,0,AUTOMOVEL,PALIO ATTRACTIV 1.4,FIAT,962,40
DE MADRUGADA,ITAPEVI,Residência,Furto (art. 155) - VEICULO,ITAPEVI,Vermelho,2006,MOTOCICLO,CBX 250 TWISTER,HONDA,1162,111
PELA MANHÃ,MAUA,Via Pública,Furto (art. 155) - VEICULO,MAUÁ,Prata,0,AUTOMOVEL,CORSA SUPER,GM,6309,194
PELA MANHÃ,S.CAETANO DO SUL,Via Pública,Furto (art. 155) - VEICULO,SÃO CAETANO DO SUL,Branco,0,Não Informado,KIA UK2500 HD SC,I,6309,41
PELA MANHÃ,CARAPICUIBA,Via pública,"Furto qualificado (art. 155, §4o.) - VEICULO",CARAPICUÍBA,Verde,0,AUTOMOVEL,XL 700V TRANSALP,HONDA,22353,3
PELA MANHÃ,ITAPEVI,Via pública,Furto (art. 155) - VEICULO,ITAPEVI,Vermelho,2012,MOTOCICLO,FAZER YS250,YAMAHA,22353,134
DE MADRUGADA,OSASCO,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,OSASCO,Vermelho,0,MOTOCICLO,CG 160 FAN,HONDA,952,1278
PELA MANHÃ,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Cinza,2019,AUTOMOVEL,PRISMA 1.4AT LTZ,CHEV,22353,91
A NOITE,MAUA,Via Pública,Furto (art. 155) - VEICULO,MAUÁ,Vermelho,0,AUTOMOVEL,CORSA WIND,GM,6309,785
PELA MANHÃ,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,UBIRAJARA,Vermelho,1994,AUTOMOVEL,PARATI CL 1.8,VW,22353,14
DE MADRUGADA,TABOAO DA SERRA,Via pública,Furto (art. 155) - VEICULO,RIO GRANDE DA SERRA,Cinza,0,AUTOMOVEL,UNO ELETRONIC,FIAT,22353,283
A TARDE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Branco,0,AUTOMOVEL,HB20 1.0M 1.0 M,HYUNDAI,6309,89
PELA MANHÃ,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Azul,0,AUTOMOVEL,GOL CL 1.6 MI,VW,6309,73
DE MADRUGADA,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Cinza,0,AUTOMOVEL,PALIO EX,FIAT,6309,54
A TARDE,COTIA,Via Pública,Furto (art. 155) - VEICULO,COTIA,Preta,0,AUTOMOVEL,HB20 1.0M 1.0 M,HYUNDAI,6309,89
EM HORA INCERTA,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Prata,2010,AUTOMOVEL,FORD FUSION V6,I,22353,6
A TARDE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Branco,0,AUTOMOVEL,ONIX 1.0MT LT,CHEVROLET,6309,438
A TARDE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Prata,0,AUTOMOVEL,HYUNDAI I30 2.0,I,6309,216
A TARDE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Prata,0,AUTOMOVEL,COBALT 1.4 LT,CHEVROLET,6309,72
DE MADRUGADA,FERRAZ DE VASCONCELOS,Via pública,Furto (art. 155) - VEICULO,SÃO PAULO,Azul,0,MOTOCICLO,YS150 FAZER SED,YAMAHA,22353,74
A NOITE,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Prata,0,AUTOMOVEL,FOX 1.0,VW,6309,89
PELA MANHÃ,S.BERNARDO DO CAMPO,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Azul,0,MOTOCICLO,HONDA CG 125 CARGO,H,6309,13
PELA MANHÃ,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Prata,0,AUTOMOVEL,CORSA WIND,GM,6309,785
A TARDE,S.BERNARDO DO CAMPO,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Vermelho,0,MOTOCICLO,CG 160 FAN,HONDA,6309,1278
A NOITE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Prata,0,AUTOMOVEL,ESCORT L,FORD,6309,24
A NOITE,S.BERNARDO DO CAMPO,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Cinza,0,AUTOMOVEL,ONIX 10MT JOYE,CHEVROLET,6309,211
A TARDE,S.BERNARDO DO CAMPO,Via Pública,Furto (art. 155) - VEICULO,DIADEMA,Prata,0,MOTOCICLO,PCX 150,HONDA,6309,234
A NOITE,S.ANDRE,Via pública,Entrega de veículo localizado/apreendido,,,0,,,,22353,0
A NOITE,S.ANDRE,Via pública,Entrega de veículo localizado/apreendido,S.BERNARDO DO CAMPO,Preta,2019,AUTOMOVEL,HB20 1.0M UNIQUE,HYUNDAI,22353,68
A NOITE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A NOITE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Preta,2019,AUTOMOVEL,HB20 1.0M UNIQUE,HYUNDAI,22353,68
DE MADRUGADA,MAUA,Via Pública,Furto (art. 155) - VEICULO,MAUÁ,Azul,0,AUTOMOVEL,UNO S IE,FIAT,6309,23
DE MADRUGADA,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Preta,0,AUTOMOVEL,CORSA WIND,GM,6309,785
A NOITE,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Preta,0,MOTOCICLO,POP 110I,HONDA,6309,122
A NOITE,MAUA,Via Pública,Furto (art. 155) - VEICULO,MAUÁ,Cinza,0,AUTOMOVEL,FIAT UNO MILLE EX,IMP,6309,8
DE MADRUGADA,DIADEMA,Via pública,Furto (art. 155) - VEICULO,DIADEMA,Azul,1996,AUTOMOVEL,UNO MILLE EP,FIAT,22353,125
EM HORA INCERTA,DIADEMA,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
EM HORA INCERTA,DIADEMA,Via pública,Localização/Apreensão e Entrega de veículo,DIADEMA,Azul,1995,AUTOMOVEL,UNO ELETRONIC,FIAT,22353,283
EM HORA INCERTA,DIADEMA,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
EM HORA INCERTA,DIADEMA,Via pública,Furto (art. 155) - VEICULO,DIADEMA,Azul,1995,AUTOMOVEL,UNO ELETRONIC,FIAT,22353,283
PELA MANHÃ,MAUA,Via pública,Furto (art. 155) - VEICULO,MAUA,Prata,2020,AUTOMOVEL,T CROSS SENSE TSI AD,VW,22353,80
PELA MANHÃ,SUZANO,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Bege,0,AUTOMOVEL,LIVINA 16,NISSAN,6309,2
PELA MANHÃ,OSASCO,Via pública,Furto (art. 155) - VEICULO,JANDIRA,Preta,2019,AUTOMOVEL,ONIX 1.4MT ACT,CHEVROLET,22353,32
EM HORA INCERTA,MAIRIPORA,Residência,Furto (art. 155) - VEICULO,S.PAULO,Vermelho,2008,MOTONETA,YINGANG YG150T-15,I,1162,1
DE MADRUGADA,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Branco,0,AUTOMOVEL,GOL I,VW,6309,62
DE MADRUGADA,MOGI DAS CRUZES,Estacionamento particular,"Furto qualificado (art. 155, §4o.) - VEICULO",MOGI DAS CRUZES,Prata,0,AUTOMOVEL,HR HDB,HYUNDAI,381,100
PELA MANHÃ,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,S.ANDRE,Cinza,2014,AUTOMOVEL,FIAT SIENA EL 1.0 FLEX,I,22353,20
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Cinza,2014,AUTOMOVEL,FIAT SIENA EL 1.0 FLEX,I,22353,20
PELA MANHÃ,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,S.ANDRE,Cinza,2021,AUTOMOVEL,ONIX PLUS JOY,CHEV,22353,12
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Cinza,2021,AUTOMOVEL,ONIX PLUS JOY,CHEV,22353,12
A NOITE,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Preta,0,MOTOCICLO,CG 160 FAN,HONDA,6309,1278
PELA MANHÃ,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SALVADOR,Branco,0,AUTOMOVEL,NOVA SAVEIRO RB MBVS,VW,6309,78
DE MADRUGADA,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Verde,0,AUTOMOVEL,GOL MI,VW,6309,147
PELA MANHÃ,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Branco,0,AUTOMOVEL,NOVA SAVEIRO TL MBVS,VW,6309,21
A NOITE,S.CAETANO DO SUL,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Cinza,0,AUTOMOVEL,HB20 1.0M COMFOR,HYUNDAI,6309,319
A TARDE,MAUA,Via pública,Furto (art. 155) - VEICULO,MAUA,Prata,2019,MOTONETA,PCX 150,HONDA,22353,234
PELA MANHÃ,MAUA,Via Pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Branco,0,AUTOMOVEL,VOYAGE 1.6L MB5,VW,6309,107
PELA MANHÃ,MAIRIPORA,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Vermelho,0,AUTOMOVEL,GOL 16V,VW,6309,89
PELA MANHÃ,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Cinza,2019,AUTOMOVEL,ONIX 1.0MT LT,CHEVROLET,22353,438
PELA MANHÃ,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,PIRACICABA,Prata,2020,MOTOCICLO,CG 160 FAN,HONDA,22353,1278
PELA MANHÃ,ITAQUAQUECETUBA,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
PELA MANHÃ,ITAQUAQUECETUBA,Via pública,Localização/Apreensão e Entrega de veículo,ITAQUAQUECETUBA,Branco,2010,CAMINHONETE,KIA K2500 HD,I,22353,19
PELA MANHÃ,ITAQUAQUECETUBA,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,ITAQUAQUECETUBA,Via pública,Furto (art. 155) - VEICULO,ITAQUAQUECETUBA,Branco,2010,CAMINHONETE,KIA K2500 HD,I,22353,19
PELA MANHÃ,SUZANO,Via Pública,Furto (art. 155) - VEICULO,SUZANO,Preta,0,AUTOMOVEL,VW VOYAGE GL,IMP,6309,14
DE MADRUGADA,MOGI DAS CRUZES,Via pública,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Prata,2006,AUTOMOVEL,GOL 1.0,VW,22353,105
PELA MANHÃ,MOGI DAS CRUZES,Via Pública,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Branco,0,AUTOMOVEL,NOVO VOYAGE TL MBV,VW,6309,47
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Prata,2012,AUTOMOVEL,SIENA ESSENCE 1.6,FIAT,22353,58
PELA MANHÃ,ITAQUAQUECETUBA,Via Pública,Furto (art. 155) - VEICULO,ITAQUAQUECETUBA,Prata,0,AUTOMOVEL,CELTA 1.0L LT,CHEVROLET,6309,60
A NOITE,POA,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,POÁ,Prata,0,AUTOMOVEL,FIESTA SEDAN1.6FLEX,FORD,952,55
PELA MANHÃ,FRANCISCO MORATO,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
PELA MANHÃ,FRANCISCO MORATO,Via pública,Localização/Apreensão e Entrega de veículo,S.PAULO,Branco,2010,CAMINHÃO,DAILY55C16 CS,IVECO,22353,4
PELA MANHÃ,FRANCISCO MORATO,Via pública,Localização/Apreensão e Entrega de veículo,S.PAULO,Branco,2008,CAMINHÃO,DAILY55C16 CS,IVECO,22353,4
PELA MANHÃ,FRANCISCO MORATO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,FRANCISCO MORATO,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Branco,2010,CAMINHÃO,DAILY55C16 CS,IVECO,22353,4
PELA MANHÃ,FRANCISCO MORATO,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Branco,2008,CAMINHÃO,DAILY55C16 CS,IVECO,22353,4
PELA MANHÃ,S.CAETANO DO SUL,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
PELA MANHÃ,S.CAETANO DO SUL,Via pública,Localização/Apreensão e Entrega de veículo,S.CAETANO DO SUL,Amarelo,2013,CAMINHONETE,L200 TRITON 3.2 D,MMC,22353,27
PELA MANHÃ,S.CAETANO DO SUL,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,S.CAETANO DO SUL,Via pública,Furto (art. 155) - VEICULO,S.CAETANO DO SUL,Amarelo,2013,CAMINHONETE,L200 TRITON 3.2 D,MMC,22353,27
PELA MANHÃ,OSASCO,Via pública,Furto (art. 155) - VEICULO,JANDIRA,Preta,2019,AUTOMOVEL,ONIX 1.4MT ACT,CHEVROLET,22353,32
PELA MANHÃ,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Vermelho,0,AUTOMOVEL,PRISMA 1.4AT LTZ,CHEV,6309,91
PELA MANHÃ,CARAPICUIBA,Residência,Furto (art. 155) - VEICULO,CARAPICUIBA,Preta,2012,MOTONETA,T115 CRYPTON K,YAMAHA,1162,15
PELA MANHÃ,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Preta,0,AUTOMOVEL,CIVIC EX CVT,HONDA,6309,8
A TARDE,S.BERNARDO DO CAMPO,Estacionamento particular,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Preta,0,AUTOMOVEL,COROLLA XEI20FLEX,TOYOTA,381,20
A TARDE,MOGI DAS CRUZES,Via Pública,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Prata,0,AUTOMOVEL,ONIX 1.4MT ACT,CHEVROLET,6309,32
A NOITE,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,ARARAS,Azul,2019,MOTOCICLO,XRE 300 ABS,HONDA,22353,179
PELA MANHÃ,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Prata,0,AUTOMOVEL,UNO WAY 1.0,FIAT,6309,53
A TARDE,MAUA,Via Pública,Furto (art. 155) - VEICULO,MAUÁ,Branco,0,AUTOMOVEL,ONIX 1.4AT ACT,CHEVROLET,6309,155
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Verde,0,AUTOMOVEL,UNO ELETRONIC,FIAT,22353,283
PELA MANHÃ,OSASCO,Via Pública,Furto (art. 155) - VEICULO,OSASCO,Prata,0,AUTOMOVEL,UP TAKE MA,VW,6309,20
A NOITE,OSASCO,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Preta,0,AUTOMOVEL,VERSA 16 UNIQUE,NISSAN,6309,3
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,MAUA,Prata,2016,AUTOMOVEL,GOL TL MC,VW,22353,3
EM HORA INCERTA,MAUA,Via pública,Furto (art. 155) - VEICULO,S.GONCALO DO PARA,Vermelho,2005,SEMI-REBOQUE,GUERRA AG FG,SR,22353,1
EM HORA INCERTA,MAUA,Via pública,Furto (art. 155) - VEICULO,S.GONCALO DO PARA,Vermelho,2005,SEMI-REBOQUE,GUERRA AG GR,SR,22353,1
PELA MANHÃ,MOGI DAS CRUZES,Comércio e serviços,Furto (art. 155) - VEICULO,GUARAREMA,Branco,2014,CAMINHÃO,26.280 CRM 6X4,VW,603,1
A NOITE,TABOAO DA SERRA,Via pública,Furto (art. 155) - VEICULO,TABOAO DA SERRA,Vermelho,1999,MOTOCICLO,CG 125 TITAN,HONDA,22353,19
EM HORA INCERTA,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Prata,2010,AUTOMOVEL,FORD FUSION V6,I,22353,6
DE MADRUGADA,FERRAZ DE VASCONCELOS,Via pública,Furto (art. 155) - VEICULO,POÁ,Cinza,0,AUTOMOVEL,GOL MI,VW,22353,147
DE MADRUGADA,BARUERI,Via pública,Furto (art. 155) - VEICULO,CARAPICUÍBA,Branco,0,Não Informado,13.180 EURO3 WORKER,VW,22353,3
A NOITE,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARATINGUETÁ,Branco,0,AUTOMOVEL,L200 4X4 GL,MMC,6309,5
A NOITE,SUZANO,Via Pública,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Marrom,0,MOTOCICLO,PCX 150 DLX,HONDA,6309,22
DE MADRUGADA,MAUA,Via Pública,Furto (art. 155) - VEICULO,MAUÁ,Azul,0,AUTOMOVEL,UNO 1.0,FIAT,6309,33
A NOITE,S.BERNARDO DO CAMPO,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Vermelho,0,AUTOMOVEL,ONIX 1.4AT LTZ,CHEVROLET,6309,150
A NOITE,S.BERNARDO DO CAMPO,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Prata,0,AUTOMOVEL,VECTRA HATCH 4P GT-X,GM,6309,3
A NOITE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Preta,0,AUTOMOVEL,UNO 1.0,FIAT,6309,33
PELA MANHÃ,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Prata,2011,AUTOMOVEL,MERIVA JOY,GM,22353,18
DE MADRUGADA,FERRAZ DE VASCONCELOS,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,POÁ,Preta,0,MOTOCICLO,CG 125 FAN KS,HONDA,952,89
A NOITE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Branco,2018,UTILITÁRIO,HYUNDAI SANTA FE V6,I,22353,9
A NOITE,SUZANO,Comércio e serviços,Furto (art. 155) - VEICULO,SUZANO,Azul,2022,MOTOCICLO,CG 160 FAN,HONDA,603,1278
A NOITE,S.ANDRE,Estacionamento público,Furto (art. 155) - VEICULO,SÃO PAULO,Preta,0,AUTOMOVEL,CG 160 FAN,HONDA,962,1278
A NOITE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,MAUA,Preta,2021,MOTOCICLO,CG 160 START,HONDA,22353,433
A NOITE,S.BERNARDO DO CAMPO,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Vermelho,0,MOTOCICLO,CG 160 START,HONDA,6309,433
A NOITE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Prata,2009,AUTOMOVEL,CORSA SEDAN PREMIUM,GM,22353,9
A NOITE,MOGI DAS CRUZES,Via Pública,Furto (art. 155) - VEICULO,ARUJÁ,Prata,0,AUTOMOVEL,SIENA ATTRACTIV 1.4,FIAT,6309,87
A NOITE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Branco,0,AUTOMOVEL,UP PEPPER MDV,VW,6309,2
A NOITE,RIBEIRAO PIRES,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
A NOITE,RIBEIRAO PIRES,Via pública,Localização/Apreensão e Entrega de veículo,SUZANO,Cinza,2022,MOTOCICLO,XRE 300 ABS,HONDA,22353,179
A NOITE,RIBEIRAO PIRES,Via pública,Localização/Apreensão e Entrega de veículo,S.CAETANO DO SUL,Preta,2018,MOTOCICLO,CG 160 TITAN,HONDA,22353,662
A NOITE,RIBEIRAO PIRES,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A NOITE,RIBEIRAO PIRES,Via pública,Furto (art. 155) - VEICULO,SUZANO,Cinza,2022,MOTOCICLO,XRE 300 ABS,HONDA,22353,179
A NOITE,RIBEIRAO PIRES,Via pública,Furto (art. 155) - VEICULO,S.CAETANO DO SUL,Preta,2018,MOTOCICLO,CG 160 TITAN,HONDA,22353,662
A NOITE,GUARULHOS,Outros,Furto (art. 155) - VEICULO,GUARULHOS,Vermelho,0,MOTOCICLO,CG 160 FAN,HONDA,645,1278
PELA MANHÃ,MAUA,Via Pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Branco,0,AUTOMOVEL,VOYAGE 1.6L MB5,VW,6309,107
DE MADRUGADA,GUARULHOS,Outros,Furto (art. 155) - VEICULO,GUARULHOS,Vermelho,0,AUTOMOVEL,CORSA WIND,GM,645,785
DE MADRUGADA,BARUERI,Via Pública,Furto (art. 155) - VEICULO,ITAPEVI,Prata,0,AUTOMOVEL,PALIO WEEK ELX FLEX,FIAT,6309,16
DE MADRUGADA,BARUERI,Via Pública,Furto (art. 155) - VEICULO,BARUERI,Cinza,0,AUTOMOVEL,PALIO FIRE ECONOMY,FIAT,6309,91
A NOITE,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Vermelho,2012,MOTOCICLO,CG 125 FAN KS,HONDA,22353,89
DE MADRUGADA,SUZANO,Garagem coletiva de prédio,Furto (art. 155) - VEICULO,SUZANO,Preta,0,MOTOCICLO,CG 125 FAN,HONDA,241,93
DE MADRUGADA,COTIA,Residência,Furto (art. 155) - VEICULO,COTIA,Azul,2003,AUTOMOVEL,CORSA CLASSIC,GM,1162,31
PELA MANHÃ,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Branco,0,AUTOMOVEL,VW TIGUAN 2.0 TSI,I,6309,18
PELA MANHÃ,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Cinza,0,AUTOMOVEL,ONIX 1.4MT LTZ,CHEVROLET,6309,102
PELA MANHÃ,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Vermelho,0,AUTOMOVEL,MOBI LIKE,FIAT,6309,349
PELA MANHÃ,S.BERNARDO DO CAMPO,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Cinza,0,AUTOMOVEL,FOX XTREME MB,VW,6309,81
PELA MANHÃ,MAUA,Via Pública,Furto (art. 155) - VEICULO,CURITIBA,Cinza,0,AUTOMOVEL,ARGO DRIVE 1.0,FIAT,6309,368
DE MADRUGADA,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Branco,2020,AUTOMOVEL,ONIX PLUS JOY,CHEV,22353,12
PELA MANHÃ,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Preta,0,MOTOCICLO,PCX 150,HONDA,6309,234
EM HORA INCERTA,COTIA,Via pública,Furto (art. 155) - VEICULO,COTIA,Prata,2015,AUTOMOVEL,GOL CITY MB,VW,22353,24
DE MADRUGADA,COTIA,Via Pública,Furto (art. 155) - VEICULO,COTIA,Prata,0,AUTOMOVEL,GOL CITY MB,VW,6309,24
PELA MANHÃ,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,CARAPICUIBA,Branco,1987,AUTOMOVEL,GOL GL,VW,22353,23
DE MADRUGADA,MAUA,Via Pública,Furto (art. 155) - VEICULO,MAUÁ,Branco,0,AUTOMOVEL,CORSA ST,GM,6309,18
PELA MANHÃ,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Preta,0,AUTOMOVEL,FIAT PALIO ATTRACT 1.0,I,6309,78
DE MADRUGADA,OSASCO,Residência,Furto (art. 155) - VEICULO,OSASCO,Preta,2022,MOTOCICLO,CG 160 FAN,HONDA,1162,1278
PELA MANHÃ,RIBEIRAO PIRES,Via pública,Furto (art. 155) - VEICULO,RIBEIRAO PIRES,Vermelho,2018,AUTOMOVEL,ONIX 1.4AT LTZ,CHEVROLET,22353,150
PELA MANHÃ,POA,Estacionamento público,Furto (art. 155) - VEICULO,ITAQUAQUECETUBA,Branco,0,AUTOMOVEL,CROSSFOX GII,VW,962,9
DE MADRUGADA,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Branco,0,AUTOMOVEL,FIORINO IE,FIAT,6309,77
PELA MANHÃ,SUZANO,Via pública,Furto (art. 155) - VEICULO,SUZANO,Vermelho,1997,AUTOMOVEL,UNO MILLE SX,FIAT,22353,78
PELA MANHÃ,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,CURITIBA,Prata,0,AUTOMOVEL,GOL 1.0L MC4,VW,6309,249
A NOITE,OSASCO,Via pública,Localização/Apreensão de veículo,,,0,,,,22353,0
A NOITE,OSASCO,Via pública,Localização/Apreensão de veículo,S.PAULO,Prata,2020,AUTOMOVEL,KA,FORD,22353,63
A NOITE,OSASCO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A NOITE,OSASCO,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Prata,2020,AUTOMOVEL,KA,FORD,22353,63
PELA MANHÃ,OSASCO,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Azul,0,AUTOMOVEL,HB20 1.0M COMFOR,HYUNDAI,6309,319
PELA MANHÃ,OSASCO,Via Pública,Furto (art. 155) - VEICULO,LENÇÓIS PAULISTA,Prata,0,AUTOMOVEL,ONIX 1.0MT LT,CHEVROLET,6309,438
A NOITE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Preta,0,MOTOCICLO,FAZER YS250,YAMAHA,6309,134
EM HORA INCERTA,DIADEMA,Residência,Furto (art. 155) - VEICULO,DIADEMA,Vermelho,2022,MOTOCICLO,CG 160 FAN,HONDA,1162,1278
